date,name,category,value
2020-02-22,Lucas Braathen,JPN,284
2020-02-22,Ryan Cochran-Siegle,JPN,317
2020-02-22,Clement Noel,JPN,550
2020-02-22,Alexis Pinturault,JPN,898
2020-02-22,Adrian Pertl,JPN,92
2020-02-22,Filip Zubcic,JPN,379
2020-02-22,Roland Leitinger,JPN,163
2020-02-22,Maarten Meiners,JPN,0
2020-02-22,Ted Ligety,JPN,150
2020-02-22,Andreas Zampa,JPN,0
2020-02-22,Tanguy Nef,JPN,88
2020-02-22,Tommy Ford,JPN,303
2020-02-22,Cedric Noger,JPN,40
2020-02-22,Gino Caviezel,JPN,176
2020-02-22,Albert Popov,JPN,67
2020-02-22,Sam Maes,JPN,0
2020-02-22,Magnus Walch,JPN,0
2020-02-22,Timon Haugan,JPN,119
2020-02-22,Mathieu Faivre,JPN,220
2020-02-23,,JPN,30
2020-02-29,Beat Feuz,AUT,742
2020-02-29,Victor Muffat Jeandet,AUT,417
2020-02-29,Matthias Mayer,AUT,776
2020-02-29,Johan Clarey,AUT,390
2020-02-29,Alexis Pinturault,AUT,948
2020-02-29,Kjetil Jansrud,AUT,575
2020-02-29,Pavel Trikhichev,AUT,105
2020-02-29,Mauro Caviezel,AUT,553
2020-02-29,Andreas Sander,AUT,190
2020-02-29,Stefan Babinsky,AUT,24
2020-02-29,Aleksander Aamodt Kilde,AUT,1022
2020-02-29,Steven Nyman,AUT,150
2020-02-29,Vincent Kriechmayr,AUT,754
2020-02-29,James Crawford,AUT,53
2020-02-29,Bostjan Kline,AUT,23
2020-02-29,Sam Mulligan,AUT,0
2020-02-29,Christian Walder,AUT,127
2020-02-29,Willis Feasey,AUT,0
2020-02-29,Daniel Danklmaier,AUT,165
2020-02-29,Maxence Muzaton,AUT,189
2020-02-29,Othmar Striedinger,AUT,79
2020-02-29,Blaise Giezendanner,AUT,40
2020-02-29,Florian Schieder,AUT,13
2020-02-29,Ryan Cochran-Siegle,AUT,332
2020-02-29,Marco Odermatt,AUT,378
2020-02-29,River Radamus,AUT,18
2020-02-29,Josef Ferstl,AUT,102
2020-02-29,Stefan Rogentin,AUT,67
2020-02-29,Max Franz,AUT,154
2020-02-29,Klemen Kosi,AUT,53
2020-02-29,Thomas Dressen,AUT,570
2020-02-29,Gino Caviezel,AUT,202
2020-02-29,Matteo Marsaglia,AUT,57
2020-02-29,Martin Cater,AUT,73
2020-02-29,Henrik Kristoffersen,AUT,957
2020-02-29,Nils Allegre,AUT,236
2020-02-29,Emanuele Buzzi,AUT,131
2020-02-29,Samuel Dupratt,AUT,9
2020-02-29,Raphael Haaser,AUT,8
2020-02-29,Travis Ganong,AUT,264
2020-02-29,Mattia Casse,AUT,276
2020-03-01,Trevor Philp,AUT,68
2020-03-01,Sandro Simonet,AUT,48
2020-03-01,Guglielmo Bosca,AUT,4
2020-03-01,Jeffrey Read,AUT,0
2020-03-01,Ivan Kuznetsov,AUT,0
2020-03-01,Niels Hintermann,AUT,216
2020-03-01,Johannes Strolz,AUT,26
2020-03-01,Maxence Muzaton,AUT,189
2020-03-01,Robin Buffet,AUT,0
2020-03-01,Blaise Giezendanner,AUT,40
2020-03-01,Ondrej Berndt,AUT,0
2020-03-01,George Steffey,AUT,0
2020-03-01,James Crawford,AUT,53
2020-03-01,Riccardo Tonetti,AUT,206
2020-03-01,Florian Loriot,AUT,18
2020-03-01,Martin Cater,AUT,93
2020-03-01,Luca Aerni,AUT,56
2020-03-01,Filip Zubcic,AUT,395
2020-03-01,Daniel Danklmaier,AUT,180
2020-03-01,Mauro Caviezel,AUT,633
2020-03-01,Stefan Hadalin,AUT,152
2020-03-01,Sam Mulligan,AUT,3
2020-03-01,Vincent Kriechmayr,AUT,776
2020-03-01,Ryan Cochran-Siegle,AUT,345
2020-03-01,Gino Caviezel,AUT,213
2020-03-01,Bryce Bennett,AUT,147
2020-03-01,Justin Murisier,AUT,154
2020-03-01,Jan Zabystran,AUT,20
2020-03-01,Klemen Kosi,AUT,60
2020-03-01,Nils Allegre,AUT,242
2020-03-01,Stefan Rogentin,AUT,68
2020-03-01,Cyprien Sarrazin,AUT,119
2020-03-01,Gilles Roulin,AUT,77
2020-03-01,Alexis Pinturault,AUT,1048
2020-03-01,Romed Baumann,AUT,133
2020-03-01,Pavel Trikhichev,AUT,131
2020-03-01,Loic Meillard,AUT,543
2020-03-01,Marco Schwarz,AUT,403
2020-03-01,Matthias Mayer,AUT,816
2020-03-01,Victor Muffat Jeandet,AUT,457
2020-03-01,Aleksander Aamodt Kilde,AUT,1082
2020-03-01,Henrik Kristoffersen,AUT,981
2020-03-01,Kjetil Jansrud,AUT,625
2020-03-02,Daniele Sorio,AUT,1
2020-03-02,Aleksandr Andrienko,AUT,6
2020-03-02,Willis Feasey,AUT,0
2020-03-02,Stefan Hadalin,AUT,152
2020-03-02,George Steffey,AUT,0
2020-03-02,Leo Anguenot,AUT,0
2020-03-02,Lucas Braathen,AUT,284
2020-03-02,Thibaut Favrot,AUT,137
2020-03-02,Patrick Haugen Veisten,AUT,0
2020-03-02,Albert Popov,AUT,67
2020-03-02,Ivan Kuznetsov,AUT,0
2020-03-02,Alexis Pinturault,AUT,1148
2020-03-02,Adam Zampa,AUT,26
2020-03-02,Thomas Tumler,AUT,124
2020-03-02,Andreas Zampa,AUT,0
2020-03-02,Pavel Trikhichev,AUT,131
2020-03-02,River Radamus,AUT,18
2020-03-02,Justin Murisier,AUT,154
2020-03-02,Bastian Meisen,AUT,12
2020-03-02,Matthias Mayer,AUT,816
2020-03-02,Sam Maes,AUT,0
2020-03-02,Daniele Sette,AUT,14
2020-03-02,Roberto Nani,AUT,0
2020-03-02,Remy Falgoux,AUT,13
2020-03-02,Julian Rauchfuss,AUT,0
2020-03-02,Stefan Luitz,AUT,158
2020-03-02,Mathieu Faivre,AUT,249
2020-03-02,Johannes Strolz,AUT,26
2020-03-02,Manuel Feller,AUT,141
2020-03-02,Tommy Ford,AUT,325
2020-03-02,Zan Kranjec,AUT,445
2020-03-02,Gino Caviezel,AUT,231
2020-03-02,Ryan Cochran-Siegle,AUT,361
2020-03-02,Alexander Schmid,AUT,165
2020-03-02,Loic Meillard,AUT,579
2020-03-02,Ted Ligety,AUT,165
2020-03-02,Matts Olsson,AUT,81
2020-03-02,Marco Schwarz,AUT,414
2020-03-02,Cyprien Sarrazin,AUT,129
2020-03-02,Trevor Philp,AUT,77
2020-03-02,Victor Muffat Jeandet,AUT,465
2020-03-02,Erik Read,AUT,151
2020-03-02,Cedric Noger,AUT,46
2020-03-02,Giovanni Borsotti,AUT,52
2020-03-02,Markus Monsen,AUT,4
2020-03-02,Roland Leitinger,AUT,176
2020-03-02,Aleksander Aamodt Kilde,AUT,1122
2020-03-02,Leif Kristian Haugen,AUT,337
2020-03-02,Luca De Aliprandini,AUT,173
2020-03-02,Henrik Kristoffersen,AUT,1041
2020-03-02,Fabian Wilkens Solheim,AUT,51
2020-03-02,Timon Haugan,AUT,119
2020-03-02,Marco Odermatt,AUT,428
2020-03-02,Maarten Meiners,AUT,0
2020-03-02,Dominik Raschner,AUT,32
2020-03-02,Riccardo Tonetti,AUT,206
2020-03-02,Patrick Feurstein,AUT,0
2020-03-02,Fabio Gstrein,AUT,134
2020-03-02,Filip Zubcic,AUT,475
2020-03-02,Jan Zabystran,AUT,20
2020-03-02,Pierre Bugnard,AUT,0
2020-03-02,Giulio Bosca,AUT,0
2020-03-02,Andrea Ballerin,AUT,0
2020-03-07,Johan Clarey,NOR,405
2020-03-07,Bryce Bennett,NOR,161
2020-03-07,Alexander Koell,NOR,18
2020-03-07,Valentin Giraud Moine,NOR,4
2020-03-07,Ryan Cochran-Siegle,NOR,375
2020-03-07,Othmar Striedinger,NOR,88
2020-03-07,Cedric Ochsner,NOR,8
2020-03-07,Urs Kryenbuehl,NOR,129
2020-03-07,Marco Odermatt,NOR,434
2020-03-07,Jared Goldberg,NOR,65
2020-03-07,Josef Ferstl,NOR,109
2020-03-07,Matteo Marsaglia,NOR,67
2020-03-07,Andreas Sander,NOR,195
2020-03-07,Florian Schieder,NOR,13
2020-03-07,Aleksander Aamodt Kilde,NOR,1202
2020-03-07,Steven Nyman,NOR,150
2020-03-07,Miha Hrobat,NOR,37
2020-03-07,Kjetil Jansrud,NOR,665
2020-03-07,Davide Cazzaniga,NOR,8
2020-03-07,Mauro Caviezel,NOR,669
2020-03-07,Daniel Hemetsberger,NOR,16
2020-03-07,Thomas Dressen,NOR,602
2020-03-07,Beat Feuz,NOR,792
2020-03-07,Nicolas Raffort,NOR,75
2020-03-07,Travis Ganong,NOR,309
2020-03-07,Cameron Alexander,NOR,46
2020-03-07,Maxence Muzaton,NOR,213
2020-03-07,Carlo Janka,NOR,277
2020-03-07,Daniel Danklmaier,NOR,202
2020-03-07,Mattia Casse,NOR,296
2020-03-07,Klemen Kosi,NOR,63
2020-03-07,Vincent Kriechmayr,NOR,794
2020-03-07,Matthias Mayer,NOR,916
2020-03-07,Nils Allegre,NOR,243
